Var1,main_folder1,main_folder2,sub_folder1,sub_folder2,permute_number,folder_pair_index,processing_time,feature_count,feature_types
0.669666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute13_WINS_BINS_match,permute13_FC_BOLD_match,13,1,1768528573.31378,364,BNC+WNC+FC+BOLD
0.768166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute140_WINS_BINS_match,permute140_FC_BOLD_match,140,1,1768528574.77507,364,BNC+WNC+FC+BOLD
0.765833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute141_WINS_BINS_match,permute141_FC_BOLD_match,141,1,1768528574.9689,364,BNC+WNC+FC+BOLD
0.847,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute142_WINS_BINS_match,permute142_FC_BOLD_match,142,1,1768528573.96712,364,BNC+WNC+FC+BOLD
0.852666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute143_WINS_BINS_match,permute143_FC_BOLD_match,143,1,1768528574.14694,364,BNC+WNC+FC+BOLD
0.846,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute144_WINS_BINS_match,permute144_FC_BOLD_match,144,1,1768528574.1096,364,BNC+WNC+FC+BOLD
0.663333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute145_WINS_BINS_match,permute145_FC_BOLD_match,145,1,1768528573.82556,364,BNC+WNC+FC+BOLD
0.825666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute146_WINS_BINS_match,permute146_FC_BOLD_match,146,1,1768528573.67517,364,BNC+WNC+FC+BOLD
0.799666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute147_WINS_BINS_match,permute147_FC_BOLD_match,147,1,1768528575.22888,364,BNC+WNC+FC+BOLD
0.778833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute148_WINS_BINS_match,permute148_FC_BOLD_match,148,1,1768528574.69367,364,BNC+WNC+FC+BOLD
